tar_num,ave_rating,sentence,isPun,sentenceID,isCorrect,measure1.ave,measure1.max,measure2.ave,measure2.max,measure3.ave,measure4.max,measure4.sum,measure5.max,measure5.sum
,,Atheism is a non #prophet organization.,0,1,0,-0.294059702193567,0.212970834416913,-0.580786011200611,1.0379935134522,1.46311266126237,2.50110617471457,3.81834506050624,-0.425119147810162,-1.74235803360183
,,I get my large circumference from too much #pi.,0,2,0,0.302150790808079,1.27193586016228,0.141901607171265,0.891968898737335,0.891968898737335,1.1974087293446,1.35823297596088,0.586529068130074,0.425704821513794
,,Bakers trade bread recipes on a #knead to know basis.,0,3,0,0.223081178786985,1.45620579262288,0.285138152172175,2.26134680612033,2.26134680612033,3.52401141222654,8.26859999793607,0.998682200014113,1.71082891303305
,,The indecisive rower could not choose either #oar.,0,4,0,-0.201854089772391,1.51772650409791,-0.831586923420104,2.42373822872553,2.42373822872553,4.56258285812019,8.17382415113147,0.28489359933087,-3.32634769368042
,,It was an emotional wedding. Even the cake was in #tiers.,0,5,0,0.227220546225174,0.846589749037438,0.240396070094902,1.42929022840021,1.7864516584465,3.21574188684672,4.53448759727262,-0.35716143004629,0.961584280379608
1,0.20580849,A new country decided to conduct a flag #poll.,0,6,0,0.022772835957032,0.771880233844757,0.173464256908804,1.21335516578724,1.39274829163144,2.60610345741868,3.6528178678069,-0.1793931258442,0.867321284544019
2,1.082526095,At some executive meetings there is a chairman of the #bored.,0,7,0,0.056717516995779,0.476620883815132,-1.49482016709957,-1.06206508142825,2.18563624119662,1.12357115976837,4.4844605012987,-3.24770132262487,-4.4844605012987
3,-0.209620814,Did you know that donuts were first made in #Greece?,0,8,0,-0.536419293739219,-0.367145191414409,-0.18675296975218,0.504596251994643,1.64765166897366,2.1522479209683,2.5482914589386,-1.14305541697902,-0.747011879008718
4,0.784731083,I always prayed before my trigonometry tests. I was hoping for a #sine from above.,0,9,0,-0.330459528826592,1.46768639562691,-0.314065916814219,0.913141391228043,1.25807574818405,2.17121713941209,4.24643146132671,-0.344934356956008,-2.19846141769953
5,0.512066291,It was not school John disliked. it was just the #principal of it.,0,10,0,0.481306645523702,1.73631632190123,0.356958783174362,0.71682426909872,0.71682426909872,0.563382769919512,1.07087634952309,0.870265768277928,1.07087634952309
6,0.812253245,Some music stores are in a #CD part of town.,0,11,0,0.390246218920599,1.75823618229048,0.628455708758762,2.25288676170553,2.25288676170553,3.5989086744696,5.20586666056318,0.906864848941471,2.51382283503505
7,0.887547689,The magician got so mad he pulled his #hare out.,0,12,0,-0.348555604971091,0.480614666665408,-0.132303718098081,1.01054788626525,1.43273229072747,2.44328017699272,2.69825880262587,-0.422184404462226,-0.529214872392325
8,0.841657622,The young pine sapling was admonished by his father. Apparently he had been #knotty.,0,13,0,-0.579580376062813,0.186427140223222,-0.423192118739421,0.793982667038064,1.88300715744541,2.67698982448348,5.51780933587489,-1.08902449040735,-2.53915271243653
9,0.222249786,To learn rope tricks you have to be #taut.,0,14,0,-0.232761166219783,0.823133524033699,-0.521221489735172,1.11581313726842,2.16084440813654,3.27665754540497,3.79529074374236,-1.04503127086812,-1.56366446920552
10,0.627749749,I dropped out of Communism class because of lousy #Marx.,0,15,0,-0.067447651586544,1.484117772585,0.180904929447178,2.20753242462983,2.20753242462983,2.89816572409509,3.56250990118321,1.51689912516457,0.90452464723589
11,0.809688776,A boy who instinctively waves at people has a natural #hi.,0,16,0,-0.171524527258949,0.960027098316622,0.057741317480885,0.667075858106817,0.704731104613195,1.37180696272001,2.20824161288337,-0.037655246506378,0.288706587404426
12,0.61875249,A teacher having a tough time longs for the end of the school #daze.,0,17,0,-0.470909216553389,0.009049183208419,-0.857927671152732,-0.396187439360901,1.90287070591797,1.50668326655707,6.00549369806913,-2.29905814527887,-6.00549369806913
13,0.995673566,Authors in jail have their #prose and cons.,0,18,0,-0.196105999742233,1.21854723251659,-0.51695090727171,0.993210314030737,2.26971888882715,3.26292920285789,3.5372733498766,-1.27650857479642,-1.55085272181513
14,0.981073461,Do not expect to eat something fancy when you are flying because it is #plane food.,0,19,0,-0.121645123165552,1.59459509492523,-0.055733368720692,2.21026188562037,2.21026188562037,2.87857490451178,4.75492398356489,1.54194886672895,-0.334400212324155
15,0.814283873,I saw a beaver movie last night. It was the best #dam movie I have ever seen.,0,20,0,-0.394681124009189,1.43013573007484,0.195839712895295,1.49347198118514,1.49347198118514,1.73202058954688,2.55448717839679,1.25492337282341,1.37087799026706
16,0.846144899,My computer is so slow it #hertz.,0,21,0,0.105501993015291,0.421382149003866,0.648475935394929,1.12195008484091,1.12195008484091,0.946948298891963,1.29695187078986,1.29695187078986,1.29695187078986
17,0.274540613,The actors had one great movie after another They were on a #role.,0,22,0,0.554565565545867,1.51203583982452,0.745491909344942,1.64211090733928,1.64211090733928,1.54057397340835,3.72745954672471,1.74364784127021,3.72745954672471
18,1.343102433,The man put his name on the neck of his shirt so he would have #collar ID.,0,23,0,0.471426918828819,1.71237068795948,0.422884302427365,2.3459628154711,2.3459628154711,3.25372916425221,6.23398577315149,1.43819646668998,2.53730581456419
19,0.985906197,Thieves have muscles of #steal.,0,24,0,0.508364460326421,1.40657815930287,0.67055130794619,2.00386187154383,2.00386187154383,2.66662112719528,2.66662112719528,1.34110261589238,1.34110261589238
20,0.719203518,When an actress saw her first strands of gray hair she thought she would #dye.,0,25,0,0.050623836902905,1.48433806330608,0.368147942763103,1.74501502980968,1.74501502980968,2.09007049555164,4.11859781356476,1.39995956406772,2.57703559934172
21,0.522261781,A cardboard belt would be a #waist of paper.,0,26,0,0.035929971787319,1.46299948299053,-0.446357971969665,1.71268889734131,1.71268889734131,3.29892716392006,4.76445171059162,0.126450630762561,-1.339073915909
23,1.052505798,Being able to fit size fourteen shoes is quite a #feet.,0,27,0,0.375658243988065,1.88772641635073,0.727218120636218,2.67016955327702,2.67016955327702,3.37306860281013,5.04188870224731,1.96727050374391,3.63609060318109
28,1.042426634,The mime wanted to say something but he was not #aloud.,0,28,0,-0.435772473402834,-0.28089679393206,-0.267410040386545,0.421255247944507,0.806873575572844,1.22812882351735,1.64474061704865,-0.385618327628337,-0.802230121159634
29,0.640454219,Those who carry too many buckets start feeling #pail.,0,29,0,-0.021418138825351,1.70826959657936,0.478707076088732,1.67759057627879,1.67759057627879,1.89694866737285,3.88383650187801,1.45823248518472,2.87224245653239
31,0.633966938,A man's home is his castle in a #manor of speaking.,0,30,0,0.290274425116784,1.16342320448332,0.225846522154338,1.74674201447185,1.74674201447185,3.45954383300853,4.5183384848627,0.033940195935161,0.903386088617351
32,0.466441814,An online poker tournament ended suddenly when the computer #cached in its chips.,0,31,0,-0.027768695647183,1.0554169137547,-0.17953135569218,1.08581554226885,1.61086783244748,2.69668337471633,5.71921785553729,-0.525052290178632,-1.25671948984526
33,0.547462671,Britain is a wet place since the queen has had a long #reign.,0,32,0,0.510003446833657,1.75853959453502,0.263709114963509,2.56304767887115,2.56304767887115,4.83083531601582,5.85412084910688,0.295260041726481,1.31854557481755
34,0.575426189,Herb gardeners who work extra get #thyme and a half.,0,33,0,-0.000642266639697,1.52452946764133,-0.320321332600205,2.07962129963554,2.07962129963554,4.04744453117156,7.33499150971144,0.111798068099511,-1.60160666300102
35,0.894902932,If you say you have bad skin I would say that was a #pore excuse.,0,34,0,0.083059146017796,1.80201698484168,-0.078129804817033,2.0034369764644,2.0034369764644,3.26904542045851,4.2412633673799,0.737828532470289,-0.234389414451098
36,0.457826894,People who like gold paint have a #gilt complex.,0,35,0,-0.227372051288945,0.648786640098113,-0.144612278800414,0.912218742703787,1.45901115226425,2.37122989496804,3.94419848339664,-0.546792409560468,-0.578449115201657
39,0.315920545,To #heir is human.,0,36,0,0.324202842244139,0.324202842244139,-0.112412178964607,-0.112412178964607,0.112412178964607,0,0.112412178964607,-0.224824357929214,-0.112412178964607
40,0.621280975,When their boy was little they only got rest after #son down.,0,37,0,0.252446275733851,1.84186161037444,0.503909054145838,2.52936007520987,2.52936007520987,3.84381554672876,5.49972331707361,1.21490460369097,2.01563621658335
26,1.070982834,Novice pirates make terrible singers because they cannot hit the high #Cs.,0,38,0,-0.468989540435075,0.694133199282786,-0.45386062959015,1.46017655453891,2.60450338841273,4.06467994295164,6.18646812278887,-1.14432683387382,-3.17702440713105
22,1.041281179,An electrician is a bright spark who knows whats #watt.,0,39,0,0.596854024995235,1.63402244845377,1.10907515439788,2.27935240286436,2.27935240286436,3.19409573716252,6.26578728618783,1.3646090685662,4.4363006175915
30,0.559576728,When the mayor wanted to slash the budget he turned to a fund #razor.,0,40,0,-0.371168072617019,1.29702251554896,-0.081320392890854,2.10002115665213,2.20038740832618,4.30040856497831,4.83934904824776,-0.100366251674056,-0.487922357345124
,,Atheism is a non #prophet organization.,0,1,1,0.286726309007043,1.14790577851505,0.580786011200611,1.46311266126237,1.46311266126237,2.50110617471457,3.81834506050624,0.425119147810162,1.74235803360183
,,I get my large circumference from too much #pi.,0,2,1,0.160249183636815,0.379966961424945,-0.141901607171265,0.305439830607261,0.891968898737335,1.1974087293446,1.35823297596088,-0.586529068130074,-0.425704821513794
,,Bakers trade bread recipes on a #knead to know basis.,0,3,1,-0.06205697338519,0.508149689456561,-0.285138152172175,1.26266460610622,2.26134680612033,3.52401141222654,8.26859999793607,-0.998682200014113,-1.71082891303305
,,The indecisive rower could not choose either #oar.,0,4,1,0.629732833647713,1.25229450650613,0.831586923420104,2.13884462939466,2.42373822872553,4.56258285812019,8.17382415113147,-0.28489359933087,3.32634769368042
,,It was an emotional wedding. Even the cake was in #tiers.,0,5,1,-0.013175523869728,1.21594307492533,-0.240396070094902,1.7864516584465,1.7864516584465,3.21574188684672,4.53448759727262,0.35716143004629,-0.961584280379608
1,0.319454032,A new country decided to conduct a flag #poll.,0,6,1,-0.150691420951772,1.45959752477869,-0.173464256908804,1.39274829163144,1.39274829163144,2.60610345741868,3.6528178678069,0.1793931258442,-0.867321284544019
2,-0.589240617,At some executive meetings there is a chairman of the #bored.,0,7,1,1.55153768409535,1.74741551495295,1.49482016709957,2.18563624119662,2.18563624119662,1.12357115976837,4.4844605012987,3.24770132262487,4.4844605012987
3,0.462638527,Did you know that donuts were first made in #Greece?,0,8,1,-0.349666323987039,0.900077078081742,0.18675296975218,1.64765166897366,1.64765166897366,2.1522479209683,2.5482914589386,1.14305541697902,0.747011879008718
4,1.277578053,I always prayed before my trigonometry tests. I was hoping for a #sine from above.,0,9,1,-0.016393612012373,0.554545004398867,0.314065916814219,1.25807574818405,1.25807574818405,2.17121713941209,4.24643146132671,0.344934356956008,2.19846141769953
5,0.540798994,It was not school John disliked. it was just the #principal of it.,0,10,1,0.12434786234934,1.01949205280251,-0.356958783174362,-0.153441499179208,0.71682426909872,0.563382769919512,1.07087634952309,-0.870265768277928,-1.07087634952309
6,-0.078827341,Some music stores are in a #CD part of town.,0,11,1,-0.238209489838163,0.568853266521121,-0.628455708758762,1.34602191276406,2.25288676170553,3.5989086744696,5.20586666056318,-0.906864848941471,-2.51382283503505
7,0.828857861,The magician got so mad he pulled his #hare out.,0,12,1,-0.21625188687301,0.714655005744273,0.132303718098081,1.43273229072747,1.43273229072747,2.44328017699272,2.69825880262587,0.422184404462226,0.529214872392325
8,0.58433108,The young pine sapling was admonished by his father. Apparently he had been #knotty.,0,13,1,-0.156388257323392,1.20150495252473,0.423192118739421,1.88300715744541,1.88300715744541,2.67698982448348,5.51780933587489,1.08902449040735,2.53915271243653
9,-0.107157462,To learn rope tricks you have to be #taut.,0,14,1,0.288460323515389,1.45899477086049,0.521221489735172,2.16084440813654,2.16084440813654,3.27665754540497,3.79529074374236,1.04503127086812,1.56366446920552
10,0.70361683,I dropped out of Communism class because of lousy #Marx.,0,15,1,-0.248352581033722,0.265078142263883,-0.180904929447178,0.690633299465262,2.20753242462983,2.89816572409509,3.56250990118321,-1.51689912516457,-0.90452464723589
11,0.267752055,A boy who instinctively waves at people has a natural #hi.,0,16,1,-0.229265844739834,0.482962181604805,-0.057741317480885,0.704731104613195,0.704731104613195,1.37180696272001,2.20824161288337,0.037655246506378,-0.288706587404426
12,-0.335530091,A teacher having a tough time longs for the end of the school #daze.,0,17,1,0.387018454599343,1.47513600142584,0.857927671152732,1.90287070591797,1.90287070591797,1.50668326655707,6.00549369806913,2.29905814527887,6.00549369806913
13,0.130870077,Authors in jail have their #prose and cons.,0,18,1,0.320844907529477,1.28154356362381,0.51695090727171,2.26971888882715,2.26971888882715,3.26292920285789,3.5372733498766,1.27650857479642,1.55085272181513
14,0.302440595,Do not expect to eat something fancy when you are flying because it is #plane food.,0,19,1,-0.06591175444486,0.351653509219275,0.055733368720692,0.668313018891415,2.21026188562037,2.87857490451178,4.75492398356489,-1.54194886672895,0.334400212324155
15,0.239917145,I saw a beaver movie last night. It was the best #dam movie I have ever seen.,0,20,1,-0.590520836904484,-0.063336251110301,-0.195839712895295,0.238548608361734,1.49347198118514,1.73202058954688,2.55448717839679,-1.25492337282341,-1.37087799026706
16,0.344909584,My computer is so slow it #hertz.,0,21,1,-0.542973942379637,-0.385379948922231,-0.648475935394929,-0.175001785948947,1.12195008484091,0.946948298891963,1.29695187078986,-1.29695187078986,-1.29695187078986
17,-0.064379842,The actors had one great movie after another They were on a #role.,0,22,1,-0.190926343799075,0.300969281387335,-0.745491909344942,-0.101536933930928,1.64211090733928,1.54057397340835,3.72745954672471,-1.74364784127021,-3.72745954672471
18,0.901070155,The man put his name on the neck of his shirt so he would have #collar ID.,0,23,1,0.048542616401454,1.14078991644117,-0.422884302427365,0.907766348781115,2.3459628154711,3.25372916425221,6.23398577315149,-1.43819646668998,-2.53730581456419
19,-0.076586884,Thieves have muscles of #steal.,0,24,1,-0.162186847619769,0.272910017001424,-0.67055130794619,0.662759255651452,2.00386187154383,2.66662112719528,2.66662112719528,-1.34110261589238,-1.34110261589238
20,0.69357656,When an actress saw her first strands of gray hair she thought she would #dye.,0,25,1,-0.317524105860198,-0.024059826505242,-0.368147942763103,0.34505546574196,1.74501502980968,2.09007049555164,4.11859781356476,-1.39995956406772,-2.57703559934172
21,0.105150227,A cardboard belt would be a #waist of paper.,0,26,1,0.482287943756984,1.12933526484927,0.446357971969665,1.58623826657875,1.71268889734131,3.29892716392006,4.76445171059162,-0.126450630762561,1.339073915909
23,0.882361225,Being able to fit size fourteen shoes is quite a #feet.,0,27,1,-0.351559876648153,0.067085720422618,-0.727218120636218,0.70289904953311,2.67016955327702,3.37306860281013,5.04188870224731,-1.96727050374391,-3.63609060318109
28,-0.101614281,The mime wanted to say something but he was not #aloud.,0,28,1,-0.168362433016289,0.274759661714828,0.267410040386545,0.806873575572844,0.806873575572844,1.22812882351735,1.64474061704865,0.385618327628337,0.802230121159634
29,0.458105926,Those who carry too many buckets start feeling #pail.,0,29,1,-0.500125214914083,0.030679020300575,-0.478707076088732,0.219358091094065,1.67759057627879,1.89694866737285,3.88383650187801,-1.45823248518472,-2.87224245653239
31,-0.419232035,A man's home is his castle in a #manor of speaking.,0,30,1,0.064427902962446,1.06777889452441,-0.225846522154338,1.71280181853669,1.74674201447185,3.45954383300853,4.5183384848627,-0.033940195935161,-0.903386088617351
32,0.460403111,An online poker tournament ended suddenly when the computer #cached in its chips.,0,31,1,0.151762660044998,1.25421693246305,0.17953135569218,1.61086783244748,1.61086783244748,2.69668337471633,5.71921785553729,0.525052290178632,1.25671948984526
33,1.050389237,Britain is a wet place since the queen has had a long #reign.,0,32,1,0.246294331870147,1.67160366860003,-0.263709114963509,2.26778763714467,2.56304767887115,4.83083531601582,5.85412084910688,-0.295260041726481,-1.31854557481755
34,0.008683157,Herb gardeners who work extra get #thyme and a half.,0,33,1,0.319679065960508,1.16121091785501,0.320321332600205,1.96782323153603,2.07962129963554,4.04744453117156,7.33499150971144,-0.111798068099511,1.60160666300102
35,-0.069709347,If you say you have bad skin I would say that was a #pore excuse.,0,34,1,0.161188950834829,0.611075463104912,0.078129804817033,1.26560844399411,2.0034369764644,3.26904542045851,4.2412633673799,-0.737828532470289,0.234389414451098
36,0.154854389,People who like gold paint have a #gilt complex.,0,35,1,-0.082759772488531,0.674946181195122,0.144612278800414,1.45901115226425,1.45901115226425,2.37122989496804,3.94419848339664,0.546792409560468,0.578449115201657
39,-0.487831028,To #heir is human.,0,36,1,0.436615021208746,0.436615021208746,0.112412178964607,0.112412178964607,0.112412178964607,0,0.112412178964607,0.224824357929214,0.112412178964607
40,-0.490349669,When their boy was little they only got rest after #son down.,0,37,1,-0.251462778411987,0.714873639281546,-0.503909054145838,1.3144554715189,2.52936007520987,3.84381554672876,5.49972331707361,-1.21490460369097,-2.01563621658335
26,0.681787439,Novice pirates make terrible singers because they cannot hit the high #Cs.,0,38,1,-0.015128910844925,1.81212499880114,0.45386062959015,2.60450338841273,2.60450338841273,4.06467994295164,6.18646812278887,1.14432683387382,3.17702440713105
22,0.520163875,An electrician is a bright spark who knows whats #watt.,0,39,1,-0.512221129402641,0.02511147764916,-1.10907515439788,0.914743334298162,2.27935240286436,3.19409573716252,6.26578728618783,-1.3646090685662,-4.4363006175915
30,0.149258465,When the mayor wanted to slash the budget he turned to a fund #razor.,0,40,1,-0.289847679726165,1.32481540960982,0.081320392890854,2.20038740832618,2.20038740832618,4.30040856497831,4.83934904824776,0.100366251674056,0.487922357345124
,,,1,41,0,0.747203542818879,1.45995574696005,1.07157829715879,1.84530250373403,1.84530250373403,1.72093286130872,5.35789148579393,1.96967214615934,5.35789148579393
,,,1,42,0,0.335453945288164,1.59504276265363,0.828923696129298,1.75040441404738,1.75040441404738,1.59783838776586,4.97354217677579,1.9029704403289,4.97354217677579
,,,1,43,0,0.909973961358453,1.81698242359774,1.01988208638762,2.05538285015707,2.05538285015707,2.29216232986495,7.89396917395816,1.81860337044918,7.13917460471333
,,,1,44,0,1.11987182028861,1.79733524738104,1.88158446390151,2.35130623048233,2.35130623048233,1.0966111654781,5.64475339170454,3.60600129548656,5.64475339170454
,,,1,45,0,0.196794569655826,0.895424942441347,0.80040766387832,1.59427021667114,1.59427021667114,1.3726902849377,2.40122299163496,1.81585014840459,2.40122299163496
,,,1,46,0,1.2970746494798,1.66044967559982,1.6260804061732,2.18638767889688,2.18638767889688,1.0416858995287,8.130402030866,3.33108945826506,8.130402030866
,,,1,47,0,-0.328866687179398,-0.079101842967128,0.065280643304512,0.583706648666702,0.583706648666702,1.11898119628532,1.78128992238755,0.048432101048086,0.32640321652256
,,,1,48,0,0.735446013009209,1.61726280252036,1.03259289441542,2.41072488252769,2.41072488252769,2.79984714278277,4.90861609817182,2.02160262227261,4.13037157766166
,,,1,49,0,1.0595477957029,1.59004679336064,0.744159785118729,1.26284221216875,1.26284221216875,1.19346948577001,2.97663914047492,1.33221493856749,2.97663914047492
,,,1,50,0,0.660854305731987,1.76661042421187,0.545780023701862,1.43271853206277,1.43271853206277,1.39259956189851,1.63734007110559,1.47283750222702,1.63734007110559
,,,1,51,0,0.54858345605857,1.36173721777846,1.18971661525194,1.86052161749257,1.86052161749257,1.82472893246874,5.9485830762597,1.89631430251641,5.9485830762597
,,,1,52,0,0.271430683058635,0.780246842480845,0.90107945480185,1.42390080133728,1.42390080133728,1.70469339234507,4.16590300122296,1.1431082103295,3.6043178192074
,,,1,53,0,0.134518121944339,0.98902241501959,0.979620313415714,1.88732898091868,1.88732898091868,1.52997938476735,2.93886094024714,2.24467857707002,2.93886094024714
,,,1,54,0,-0.244111704556355,0.503493651706073,0.312594572721731,1.37147196295199,1.37147196295199,1.95214619193168,3.13159995609842,0.790797733972307,1.56297286360865
,,,1,55,0,1.27585965567531,1.60460477684671,1.58941389494907,1.91415083275934,1.91415083275934,0.522466212725873,4.76824168484721,3.3058354527928,4.76824168484721
,,,1,56,0,-0.412658158509577,-0.412658158509577,-0.228591545760869,-0.228591545760869,0.228591545760869,0,0.228591545760869,-0.457183091521738,-0.228591545760869
,,,1,57,0,-0.617301836910893,-0.412787117458235,-0.819582186550122,-0.600532888382142,1.22957607348707,0.629043185104925,2.45874655965037,-1.83010896186921,-2.45874655965037
,,,1,58,0,1.33342769328153,1.43926719118499,1.62103433386041,1.85676513728384,1.85676513728384,0.502606371674913,4.86310300158124,3.21092390289277,4.86310300158124
,,,1,59,0,1.39463142563032,1.64764439882315,1.3453581190641,2.31077136879238,2.31077136879238,1.93082649945654,2.69071623812821,2.69071623812821,2.69071623812821
,,,1,60,0,0.867352744843115,2.04340949234351,1.26649845944197,1.79794934047748,1.79794934047748,1.0522818362025,5.06599383776788,2.54361684475245,5.06599383776788
,,,1,61,0,0.475929543374397,0.919814829772108,0.860896170926743,1.71379980250669,1.71379980250669,1.82128869092116,3.65856246053591,1.60631091409223,3.44358468370697
,,,1,62,0,1.24190774997062,1.41679324990746,1.45309503560795,1.8173784000363,1.8173784000363,0.818289154956372,5.81238014243178,2.81646764511622,5.81238014243178
,,,1,63,0,0.133573483544946,1.35516188166286,0.539925330526563,1.34133708115487,1.34133708115487,1.97820993700507,3.43344703380666,0.704464225304663,2.15970132210625
