tar_num,ave_rating,sentence,isPun,sentenceID,isCorrect,measure1.ave,measure1.max,measure2.ave,measure2.max,measure3.ave,measure4.max,measure4.sum,measure5.max,measure5.sum
,,,1,64,0,-0.220890310728066,0.547193413195806,0.501781090999018,1.45704651044018,1.45704651044018,1.4384014533547,3.01068654599411,1.47569156752566,3.01068654599411
,,,1,65,0,0.4262167910555,1.36903888833255,0.28100504655512,1.79058661369173,1.79058661369173,3.01916313427323,3.01916313427323,0.562010093110241,0.562010093110241
,,,1,66,0,0.629756343775061,1.74231054246043,1.22401509915221,2.21460624604549,2.21460624604549,1.71193039005567,4.89606039660886,2.7172821020353,4.89606039660886
,,,1,67,0,0.360141727472527,1.58550170537397,0.866163775088736,2.55249728235122,2.55249728235122,3.19826373963913,3.89002423984202,1.90673082506332,2.59849132526621
,,,1,68,0,0.352596716271593,1.21867042614304,0.834726001525686,1.70488145213109,1.70488145213109,1.56251724769726,3.33890400610275,1.84724565656492,3.33890400610275
,,,1,69,0,0.609811683501381,1.14767009776416,0.97621296142475,1.33223518182555,1.33223518182555,0.694003076614503,4.88106480712375,1.9704672870366,4.88106480712375
,,,1,70,0,0.447844281160397,1.24495231179182,0.582811832232966,1.27892518531473,1.27892518531473,1.28150281701598,2.91921442456732,1.27634755361348,2.91405916116483
,,,1,71,0,0.686729787100612,1.24354521924147,0.943098131715224,1.5766495962357,1.5766495962357,1.55992401641265,4.71549065857612,1.59337517605876,4.71549065857612
,,,1,72,0,0.298005801167785,0.443736452091216,0.780651060620134,1.34479665967584,1.34479665967584,0.852395613181457,2.3419531818604,1.83719770617023,2.3419531818604
,,,1,73,0,0.202314564862878,0.894330694038718,0.522314628152716,1.57586591251464,1.57586591251464,2.53049717366568,6.45719593905141,0.621234651363593,3.65620239706901
,,,1,74,0,0.739894389763401,1.75334416180791,0.970719569847449,2.18006314842968,2.18006314842968,2.50815288160327,5.50977731558443,1.85197341525609,4.85359784923724
,,,1,75,0,0.348171761480061,0.620316092976432,0.122607938353487,0.384648045353459,0.384648045353459,0.524080213999944,0.524080213999944,0.245215876706974,0.245215876706974
,,,1,76,0,1.10003157179027,1.50590325260022,1.81738928994831,2.15773193127217,2.15773193127217,0.837501463596901,7.26955715979325,3.47796239894745,7.26955715979325
,,,1,77,0,1.77738216390489,1.77738216390489,2.29235571194184,2.29235571194184,2.29235571194184,0,2.29235571194184,4.58471142388368,2.29235571194184
,,,1,78,0,0.233894019864367,1.74458083125762,0.679997515797752,2.36718466180133,2.36718466180133,2.98501013800048,4.71981060706147,1.74935918560218,3.39998757898876
,,,1,79,0,0.754428677786411,1.86265221002862,1.50046833643342,2.65558773146843,2.65558773146843,2.6758314124408,7.54282904411184,2.63534405049605,7.50234168216709
,,,1,80,0,1.15957593153423,1.80951633485795,1.45649455594399,2.07396530155761,2.07396530155761,1.24490132990494,4.36948366783196,2.90302927321027,4.36948366783196
,,,1,81,0,0.71996800185099,1.31094528445956,1.0628291600413,1.82458342628291,1.82458342628291,1.54969864118938,5.31414580020648,2.09946821137644,5.31414580020648
,,,1,82,0,1.60632822858202,1.62313450577717,2.17265188041546,2.56656769776805,2.56656769776805,0.787831634705192,4.34530376083092,4.34530376083092,4.34530376083092
,,,1,83,0,-0.20604460361056,-0.069653749608277,0.583837978008137,0.738039788047321,0.738039788047321,0.395149627692668,1.75151393402441,1.08092994840197,1.75151393402441
,,,1,84,0,-0.762721353948194,-0.602058824085577,-0.046924028339965,0.195519058394546,0.339328467129373,0.534847525523919,0.931787218617167,-0.143809408734827,-0.187696113359859
,,,1,85,0,0.519020384985366,1.51235813538621,1.10500507854069,2.55560432238091,2.55560432238091,2.54755455593913,6.63003047124415,2.56365408882269,6.63003047124415
,,,1,86,0,0.877209592060084,1.2396140554421,0.801916113565433,0.88433799847095,0.88433799847095,0.141680232993993,2.4057483406963,1.62699576394791,2.4057483406963
,,,1,87,0,1.09178634462707,1.45358431472702,1.32865929917354,1.92241164030225,1.92241164030225,1.19383473133984,3.98597789752062,2.65098854926467,3.98597789752062
,,,1,88,0,-0.025935409902117,0.462259010707738,0.683347373839281,0.989419732748777,0.989419732748777,0.612144717818992,1.36669474767856,1.36669474767856,1.36669474767856
,,,1,89,0,0.392238130470717,1.0376666611044,1.06590467438084,1.88082833680797,1.88082833680797,1.79447028679575,3.19771402314253,1.96718638682018,3.19771402314253
,,,1,90,0,1.01117147158243,1.0972479645796,0.991632886221179,1.03609606858855,1.03609606858855,0.088926364734741,1.98326577244236,1.98326577244236,1.98326577244236
,,,1,91,0,0.214634592524639,0.733705627719276,0.612891059778999,1.47654016046999,1.47654016046999,1.98721196851234,4.08579891497969,0.96586835242764,3.064455298895
,,,1,92,0,0.685575529370785,1.63435464204158,1.2703085004098,2.10771816656171,2.10771816656171,1.70579339261015,3.8109255012294,2.50964294051326,3.8109255012294
,,,1,93,0,0.566806180179947,0.682242994723321,1.45372310870577,1.58330320230795,1.58330320230795,0.259160187204354,2.90744621741154,2.90744621741154,2.90744621741154
,,,1,94,0,1.54154575668494,1.5579765341066,2.36685249169569,2.43653378733043,2.43653378733043,0.109960434602912,7.10055747508708,4.76310714005794,7.10055747508708
,,,1,95,0,0.560628331957636,0.740300423711437,0.776298084568488,0.829912165413737,0.829912165413737,0.107228161690498,1.55259616913698,1.55259616913698,1.55259616913698
,,,1,96,0,0.333460053087249,0.385803613960015,0.997831826409659,1.40585671833572,1.40585671833572,0.694320991486087,2.99349547922898,2.11739244518536,2.99349547922898
,,,1,97,0,1.26368085129515,1.64810005920336,1.90663005560009,2.23184642593667,2.23184642593667,0.650432740673159,3.81326011120017,3.81326011120017,3.81326011120017
,,,1,98,0,0.219953779835278,1.12276538667379,0.543077835648733,1.19837579851162,1.19837579851162,1.27573630971796,2.32703236500763,1.12101528730527,2.17231134259493
,,,1,99,0,-0.401696896988943,0.161037787216039,0.207364485545124,0.847603757522635,0.847603757522635,1.4073064130899,1.94886325331502,0.28790110195537,0.829457942180494
,,,1,100,0,0.316232418449366,0.316232418449366,0.931671441243289,0.931671441243289,0.931671441243289,0,0.931671441243289,1.86334288248658,0.931671441243289
,,,1,101,0,0.261618759415551,1.32271457321785,1.02132191432537,2.16452669545034,2.16452669545034,2.17649758000156,3.08790751207854,2.15255581089912,3.0639657429761
,,,1,102,0,-0.168633600424795,0.600575380514626,0.345155264255727,1.52161025152699,1.52161025152699,2.40104449242935,3.13948953882761,0.642176010624641,1.38062105702291
,,,1,103,0,0.91931396322563,1.62352944259189,1.37910414337967,2.35194316702881,2.35194316702881,1.94567804729829,2.75820828675934,2.75820828675934,2.75820828675934
,,,1,104,0,0.404077028935484,0.922511844558865,0.841496370485007,1.36540306617352,1.36540306617352,0.871389324299414,2.52448911145502,1.85941680804763,2.52448911145502
,,,1,105,0,0.371634889286953,1.05888186490163,1.16238422990807,1.76425999244243,1.76425999244243,1.53602063620956,4.64953691963226,1.9924993486753,4.64953691963226
,,,1,106,0,-0.242900876906153,0.448926775282542,0.322599057851767,0.720505837362961,0.720505837362961,0.683274230107672,0.967797173555301,0.75773744461825,0.967797173555301
,,,1,107,0,-0.282981082090625,0.023258026751783,0.218041091759162,0.515895639724317,0.515895639724317,0.579519886089611,1.2174539515264,0.452271393359023,1.09020545879581
,,,1,108,0,-0.036487471838811,0.790682998935275,0.510962775271921,1.42768093182917,1.42768093182917,1.3064747961608,2.04385110108768,1.54888706749754,2.04385110108768
,,,1,109,0,0.882647325570822,1.45108825520804,1.11932427181123,1.31923193646209,1.31923193646209,0.399815329301707,2.23864854362247,2.23864854362247,2.23864854362247
,,,1,110,0,-0.338645726816493,-0.27745735638236,-0.223091929040585,-0.068293130856599,0.37789072722457,0.309597596367971,0.446183858081169,-0.446183858081169,-0.446183858081169
,,,1,111,0,0.684206717171114,1.40821431669879,0.898440908366428,1.78553759601134,1.78553759601134,1.53354883040074,4.49220454183214,2.03752636162195,4.49220454183214
,,,1,112,0,0.32434242564544,1.35372756796668,0.427367659992353,1.14461578216824,1.14461578216824,1.93219684643032,3.28463276849359,0.357034717906147,1.70947063996941
,,,1,113,0,1.03182711866683,1.24197922778233,1.60462559396831,2.02322998410367,2.02322998410367,0.88054528327704,4.81387678190493,3.16591468493031,4.81387678190493
,,,1,114,0,0.293187803675463,0.732623518181762,1.03925859527051,1.40760063165967,1.40760063165967,0.880142970571144,4.15703438108204,1.9350582927482,4.15703438108204
,,,1,115,0,0.876105411456433,1.51515792216884,1.35146092541275,2.12998171454486,2.12998171454486,1.55740602064451,6.75730462706373,2.70255740844521,6.75730462706373
,,,1,116,0,-0.357802004753066,-0.130442477877082,-0.054039373301366,0.444716132717739,0.58728107152565,1.03199720424339,1.68915374697652,-0.142564938807911,-0.216157493205463
,,,1,117,0,1.10897271346019,1.65950626954641,1.61076595482002,2.16760879823347,2.16760879823347,1.26877556076395,6.44306381928009,3.066442035703,6.44306381928009
,,,1,118,0,1.35619157806929,1.81742784140711,1.91632493823567,2.52516055247413,2.52516055247413,1.5358574279485,5.748974814707,3.51446367699976,5.748974814707
,,,1,119,0,-0.223958165177649,-0.120793909911627,0.552462549638091,0.642719370804562,0.642719370804562,0.236870467007428,1.65738764891427,1.0485682746017,1.65738764891427
,,,1,120,0,-0.0605801655268,1.18170202317241,0.528941475917088,1.84996984985652,1.84996984985652,2.5505410176599,4.04584971519219,1.14939868205315,2.64470737958544
,,,1,41,1,-0.324374754339907,-0.090587571496364,-1.07157829715879,-0.12436964242531,1.84530250373403,1.72093286130872,5.35789148579393,-1.96967214615934,-5.35789148579393
,,,1,42,1,-0.493469750841134,0.107668833732929,-0.828923696129298,-0.15256602628152,1.75040441404738,1.59783838776586,4.97354217677579,-1.9029704403289,-4.97354217677579
,,,1,43,1,-0.109908125029166,0.436270432215891,-1.01988208638762,0.236779479707883,2.05538285015707,2.29216232986495,7.89396917395816,-1.81860337044918,-7.13917460471333
,,,1,44,1,-0.761712643612907,-0.553970983101291,-1.88158446390151,-1.25469506500423,2.35130623048233,1.0966111654781,5.64475339170454,-3.60600129548656,-5.64475339170454
,,,1,45,1,-0.603613094222495,-0.38184386584009,-0.80040766387832,-0.221579931733445,1.59427021667114,1.3726902849377,2.40122299163496,-1.81585014840459,-2.40122299163496
,,,1,46,1,-0.329005756693401,-0.084685471998395,-1.6260804061732,-1.14470177936818,2.18638767889688,1.0416858995287,8.130402030866,-3.33108945826506,-8.130402030866
,,,1,47,1,-0.39414733048391,-0.042517868680529,-0.065280643304512,0.535274547618616,0.583706648666702,1.11898119628532,1.78128992238755,-0.048432101048086,-0.32640321652256
,,,1,48,1,-0.297146881406206,0.374540943857204,-1.03259289441542,0.38912226025508,2.41072488252769,2.79984714278277,4.90861609817182,-2.02160262227261,-4.13037157766166
,,,1,49,1,0.315388010584168,0.660708768471901,-0.744159785118729,-0.06937272639874,1.26284221216875,1.19346948577001,2.97663914047492,-1.33221493856749,-2.97663914047492
,,,1,50,1,0.115074282030125,0.411359269806399,-0.545780023701862,-0.040118970164255,1.43271853206277,1.39259956189851,1.63734007110559,-1.47283750222702,-1.63734007110559
,,,1,51,1,-0.641133159193369,-0.498784399714115,-1.18971661525194,-0.035792685023834,1.86052161749257,1.82472893246874,5.9485830762597,-1.89631430251641,-5.9485830762597
,,,1,52,1,-0.629648771743215,-0.553630561815109,-0.90107945480185,0.280792591007781,1.42390080133728,1.70469339234507,4.16590300122296,-1.1431082103295,-3.6043178192074
,,,1,53,1,-0.845102191471376,-0.697300115383507,-0.979620313415714,-0.357349596151332,1.88732898091868,1.52997938476735,2.93886094024714,-2.24467857707002,-2.93886094024714
,,,1,54,1,-0.556706277278086,-0.239264401994546,-0.312594572721731,0.580674228979685,1.37147196295199,1.95214619193168,3.13159995609842,-0.790797733972307,-1.56297286360865
,,,1,55,1,-0.31355423927376,0.142198544792298,-1.58941389494907,-1.39168462003346,1.91415083275934,0.522466212725873,4.76824168484721,-3.3058354527928,-4.76824168484721
,,,1,56,1,-0.184066612748708,-0.184066612748708,0.228591545760869,0.228591545760869,0.228591545760869,0,0.228591545760869,0.457183091521738,0.228591545760869
,,,1,57,1,0.202280349639229,0.358097278276772,0.819582186550122,1.22957607348707,1.22957607348707,0.629043185104925,2.45874655965037,1.83010896186921,2.45874655965037
,,,1,58,1,-0.287606640578885,0.08510842557606,-1.62103433386041,-1.35415876560893,1.85676513728384,0.502606371674913,4.86310300158124,-3.21092390289277,-4.86310300158124
,,,1,59,1,0.049273306566217,0.761673583101659,-1.3453581190641,-0.379944869335831,2.31077136879238,1.93082649945654,2.69071623812821,-2.69071623812821,-2.69071623812821
,,,1,60,1,-0.399145714598854,0.245460151866032,-1.26649845944197,-0.745667504274976,1.79794934047748,1.0522818362025,5.06599383776788,-2.54361684475245,-5.06599383776788
,,,1,61,1,-0.384966627552346,0.664450928168503,-0.860896170926743,0.107488888414468,1.71379980250669,1.82128869092116,3.65856246053591,-1.60631091409223,-3.44358468370697
,,,1,62,1,-0.211187285637321,0.311130584487625,-1.45309503560795,-0.999089245079925,1.8173784000363,0.818289154956372,5.81238014243178,-2.81646764511622,-5.81238014243178
,,,1,63,1,-0.406351846981617,0.013824800507994,-0.539925330526563,0.636872855850203,1.34133708115487,1.97820993700507,3.43344703380666,-0.704464225304663,-2.15970132210625
,,,1,64,1,-0.722671401727083,-0.561463092584531,-0.501781090999018,-0.018645057085478,1.45704651044018,1.4384014533547,3.01068654599411,-1.47569156752566,-3.01068654599411
,,,1,65,1,0.14521174450038,0.711971214359944,-0.28100504655512,1.22857652058149,1.79058661369173,3.01916313427323,3.01916313427323,-0.562010093110241,-0.562010093110241
,,,1,66,1,-0.594258755377153,-0.340515838370061,-1.22401509915221,-0.502675855989817,2.21460624604549,1.71193039005567,4.89606039660886,-2.7172821020353,-4.89606039660886
,,,1,67,1,-0.506022047616209,-0.1594655874989,-0.866163775088736,0.645766457287904,2.55249728235122,3.19826373963913,3.89002423984202,-1.90673082506332,-2.59849132526621
,,,1,68,1,-0.482129285254094,-0.32884152900711,-0.834726001525686,-0.142364204433832,1.70488145213109,1.56251724769726,3.33890400610275,-1.84724565656492,-3.33890400610275
,,,1,69,1,-0.366401277923369,-0.165235526086258,-0.97621296142475,-0.638232105211049,1.33223518182555,0.694003076614503,4.88106480712375,-1.9704672870366,-4.88106480712375
,,,1,70,1,-0.134967551072568,0.318376524983918,-0.582811832232966,0.002577631701248,1.27892518531473,1.28150281701598,2.91921442456732,-1.27634755361348,-2.91405916116483
,,,1,71,1,-0.256368344614613,0.691846442557002,-0.943098131715224,-0.016725579823052,1.5766495962357,1.55992401641265,4.71549065857612,-1.59337517605876,-4.71549065857612
,,,1,72,1,-0.482645259452349,-0.16209715755146,-0.780651060620134,-0.492401046494385,1.34479665967584,0.852395613181457,2.3419531818604,-1.83719770617023,-2.3419531818604
,,,1,73,1,-0.320000063289838,0.37287072808796,-0.522314628152716,0.954631261151042,1.57586591251464,2.53049717366568,6.45719593905141,-0.621234651363593,-3.65620239706901
,,,1,74,1,-0.230825180084047,0.080568282689935,-0.970719569847449,0.328089733173593,2.18006314842968,2.50815288160327,5.50977731558443,-1.85197341525609,-4.85359784923724
,,,1,75,1,0.225563823126574,0.235668047622973,-0.122607938353487,0.139432168646485,0.384648045353459,0.524080213999944,0.524080213999944,-0.245215876706974,-0.245215876706974
,,,1,76,1,-0.717357718158041,-0.570791774427102,-1.81738928994831,-1.32023046767527,2.15773193127217,0.837501463596901,7.26955715979325,-3.47796239894745,-7.26955715979325
,,,1,77,1,-0.514973548036949,-0.514973548036949,-2.29235571194184,-2.29235571194184,2.29235571194184,0,2.29235571194184,-4.58471142388368,-2.29235571194184
,,,1,78,1,-0.446103495933385,0.53492798339533,-0.679997515797752,0.617825476199152,2.36718466180133,2.98501013800048,4.71981060706147,-1.74935918560218,-3.39998757898876
,,,1,79,1,-0.746039658647007,-0.335029209500105,-1.50046833643342,0.020243680972375,2.65558773146843,2.6758314124408,7.54282904411184,-2.63534405049605,-7.50234168216709
,,,1,80,1,-0.296918624409754,0.343061940236266,-1.45649455594399,-0.829063971652667,2.07396530155761,1.24490132990494,4.36948366783196,-2.90302927321027,-4.36948366783196
,,,1,81,1,-0.342861158190307,0.046192758990298,-1.0628291600413,-0.274884785093532,1.82458342628291,1.54969864118938,5.31414580020648,-2.09946821137644,-5.31414580020648
,,,1,82,1,-0.566323651833444,-0.155601557285693,-2.17265188041546,-1.77873606306286,2.56656769776805,0.787831634705192,4.34530376083092,-4.34530376083092,-4.34530376083092
,,,1,83,1,-0.789882581618697,-0.678141091784575,-0.583837978008137,-0.342890160354653,0.738039788047321,0.395149627692668,1.75151393402441,-1.08092994840197,-1.75151393402441
,,,1,84,1,-0.715797325608229,-0.605782898798345,0.046924028339965,0.339328467129373,0.339328467129373,0.534847525523919,0.931787218617167,0.143809408734827,0.187696113359859
,,,1,85,1,-0.585984693555325,0.065246558221518,-1.10500507854069,-0.008049766441776,2.55560432238091,2.54755455593913,6.63003047124415,-2.56365408882269,-6.63003047124415
,,,1,86,1,0.075293478494651,0.496956289965143,-0.801916113565433,-0.742657765476957,0.88433799847095,0.141680232993993,2.4057483406963,-1.62699576394791,-2.4057483406963
,,,1,87,1,-0.236872954546468,0.316592859387636,-1.32865929917354,-0.728576908962414,1.92241164030225,1.19383473133984,3.98597789752062,-2.65098854926467,-3.98597789752062
,,,1,88,1,-0.709282783741398,-0.527160722041039,-0.683347373839281,-0.377275014929785,0.989419732748777,0.612144717818992,1.36669474767856,-1.36669474767856,-1.36669474767856
,,,1,89,1,-0.673666543910127,-0.56239893323289,-1.06590467438084,-0.086358050012215,1.88082833680797,1.79447028679575,3.19771402314253,-1.96718638682018,-3.19771402314253
,,,1,90,1,0.01953858536125,0.150078260725792,-0.991632886221179,-0.947169703853808,1.03609606858855,0.088926364734741,1.98326577244236,-1.98326577244236,-1.98326577244236
,,,1,91,1,-0.39825646725436,0.133524685226406,-0.612891059778999,0.510671808042349,1.47654016046999,1.98721196851234,4.08579891497969,-0.96586835242764,-3.064455298895
,,,1,92,1,-0.584732971039016,-0.462838887777725,-1.2703085004098,-0.401924773951558,2.10771816656171,1.70579339261015,3.8109255012294,-2.50964294051326,-3.8109255012294
,,,1,93,1,-0.886916928525823,-0.87277364946702,-1.45372310870577,-1.32414301510359,1.58330320230795,0.259160187204354,2.90744621741154,-2.90744621741154,-2.90744621741154
,,,1,94,1,-0.82530673501075,-0.778077427096274,-2.36685249169569,-2.32657335272751,2.43653378733043,0.109960434602912,7.10055747508708,-4.76310714005794,-7.10055747508708
,,,1,95,1,-0.215669752610852,0.017616419988198,-0.776298084568488,-0.722684003723239,0.829912165413737,0.107228161690498,1.55259616913698,-1.55259616913698,-1.55259616913698
,,,1,96,1,-0.664371773322411,-0.480319262693074,-0.997831826409659,-0.711535726849638,1.40585671833572,0.694320991486087,2.99349547922898,-2.11739244518536,-2.99349547922898
,,,1,97,1,-0.642949204304937,-0.583746366733306,-1.90663005560009,-1.58141368526351,2.23184642593667,0.650432740673159,3.81326011120017,-3.81326011120017,-3.81326011120017
,,,1,98,1,-0.323124055813455,-0.075610411837827,-0.543077835648733,0.077360511206347,1.19837579851162,1.27573630971796,2.32703236500763,-1.12101528730527,-2.17231134259493
,,,1,99,1,-0.609061382534066,-0.25798051833799,-0.207364485545124,0.559702655567265,0.847603757522635,1.4073064130899,1.94886325331502,-0.28790110195537,-0.829457942180494
,,,1,100,1,-0.615439022793923,-0.615439022793923,-0.931671441243289,-0.931671441243289,0.931671441243289,0,0.931671441243289,-1.86334288248658,-0.931671441243289
,,,1,101,1,-0.759703154909815,-0.702555276989702,-1.02132191432537,0.01197088455122,2.16452669545034,2.17649758000156,3.08790751207854,-2.15255581089912,-3.0639657429761
,,,1,102,1,-0.513788864680522,0.101847382208021,-0.345155264255727,0.879434240902353,1.52161025152699,2.40104449242935,3.13948953882761,-0.642176010624641,-1.38062105702291
,,,1,103,1,-0.459790180154041,-0.191166635871159,-1.37910414337967,-0.406265119730528,2.35194316702881,1.94567804729829,2.75820828675934,-2.75820828675934,-2.75820828675934
,,,1,104,1,-0.437419341549523,-0.2881613251311,-0.841496370485007,-0.494013741874109,1.36540306617352,0.871389324299414,2.52448911145502,-1.85941680804763,-2.52448911145502
,,,1,105,1,-0.790749340621112,-0.691277561250593,-1.16238422990807,-0.228239356232869,1.76425999244243,1.53602063620956,4.64953691963226,-1.9924993486753,-4.64953691963226
,,,1,106,1,-0.56549993475792,-0.271579062080419,-0.322599057851767,-0.037231607255289,0.720505837362961,0.683274230107672,0.967797173555301,-0.75773744461825,-0.967797173555301
,,,1,107,1,-0.501022173849787,0.086882273117077,-0.218041091759162,0.063624246365294,0.515895639724317,0.579519886089611,1.2174539515264,-0.452271393359023,-1.09020545879581
,,,1,108,1,-0.547450247110732,-0.339194925454803,-0.510962775271921,-0.121206135668373,1.42768093182917,1.3064747961608,2.04385110108768,-1.54888706749754,-2.04385110108768
,,,1,109,1,-0.236676946240411,0.131856318745953,-1.11932427181123,-0.91941660716038,1.31923193646209,0.399815329301707,2.23864854362247,-2.23864854362247,-2.23864854362247
,,,1,110,1,-0.115553797775908,0.10043337084221,0.223091929040585,0.37789072722457,0.37789072722457,0.309597596367971,0.446183858081169,0.446183858081169,0.446183858081169
,,,1,111,1,-0.214234191195314,0.547454810212062,-0.898440908366428,-0.251988765610603,1.78553759601134,1.53354883040074,4.49220454183214,-2.03752636162195,-4.49220454183214
,,,1,112,1,-0.103025234346913,0.302905011888248,-0.427367659992353,0.787581064262088,1.14461578216824,1.93219684643032,3.28463276849359,-0.357034717906147,-1.70947063996941
,,,1,113,1,-0.572798475301477,-0.249824208915727,-1.60462559396831,-1.14268470082663,2.02322998410367,0.88054528327704,4.81387678190493,-3.16591468493031,-4.81387678190493
,,,1,114,1,-0.746070791595047,-0.488892983115533,-1.03925859527051,-0.527457661088527,1.40760063165967,0.880142970571144,4.15703438108204,-1.9350582927482,-4.15703438108204
,,,1,115,1,-0.475355513956314,0.213413822084493,-1.35146092541275,-0.572575693900352,2.12998171454486,1.55740602064451,6.75730462706373,-2.70255740844521,-6.75730462706373
,,,1,116,1,-0.3037626314517,0.017427688233438,0.054039373301366,0.58728107152565,0.58728107152565,1.03199720424339,1.68915374697652,0.142564938807911,0.216157493205463
,,,1,117,1,-0.501793241359832,-0.061480844753509,-1.61076595482002,-0.898833237469523,2.16760879823347,1.26877556076395,6.44306381928009,-3.066442035703,-6.44306381928009
,,,1,118,1,-0.560133360166378,-0.181968517679681,-1.91632493823567,-0.989303124525627,2.52516055247413,1.5358574279485,5.748974814707,-3.51446367699976,-5.748974814707
,,,1,119,1,-0.776420714815741,-0.706285160880822,-0.552462549638091,-0.405848903797134,0.642719370804562,0.236870467007428,1.65738764891427,-1.0485682746017,-1.65738764891427
,,,1,120,1,-0.589521641443887,-0.040051763186612,-0.528941475917088,0.700571167803376,1.84996984985652,2.5505410176599,4.04584971519219,-1.14939868205315,-2.64470737958544